formula	target
Sc4Ge6Rh7	True
Sc5Bi3	True
Sc5NCl8	True
Sc5Pb3	True
Sc6FeSb2	True
Sc6NiTe2	True
Sc6Te2Os	True
Sc7CI12	True
Sc8Te3	True
ScAg	True
ScAg(PSe3)2	False
ScAgO2	False
ScAlNi2	True
ScBIr3	True
ScBPd3	True
ScBe5	True
ScCd	False
ScCdAg2	True
ScCdHg2	True
ScCoGe2	True
ScCoO3	True
ScCrO4	True
ScCu2	True
ScCuO2	False
ScGa2	True
ScGe2	True
ScHg	False
ScIr	True
ScN	False
ScNiSb	False
ScPPt	True
ScRh	True
ScRh3C	True
ScSbPd	False
ScSbRh2	True
ScSbRu2	True
ScSi3Ni	True
ScSnPd	True
ScTa2NO5	False
ScTiNbO6	False
ScTiO3	True
ScTlS2	False
ScTlSe2	False
ScTlTe2	False
ScZn2	True
ScZn3	True
ScZnNi2	True
ScZnPt2	True
SeS	False
Si(Bi3O5)4	False
Si0.001Ge0.999	False
Si0.03Ge0.97	False
Si0.0645Ge0.9355	False
Si0.07Ge0.93	False
Si0.08Ge0.92	False
Si0.109Ge0.891	False
Si0.12Ge0.88	False
Si0.162Ge0.838	False
Si0.1Ge0.9	False
Si0.226Ge0.774	False
Si0.2Ge0.8	False
Si0.347Ge0.653	False
Si0.3Ge0.7	False
Si0.458Ge0.542	False
Si0.4Ge0.6	False
Si0.6Ge0.4	False
Si0.7Ge0.3	False
Si0.8Ge0.2	False
Si0.94Ge0.06	False
Si0.98Ge0.02	False
Si0.999Ge0.001	False
Si0.9Ge0.1	False
Si15(TeP2)4	False
Si2Ni6B	True
Si2NiP3	True
Si2Pd9	True
Si2Ru	True
Si2SbO6	True
Si2Te3	False
Si3N4	False
Si3Ru2	False
SiAs	False
SiAs2	False
SiAu3	True
SiB3	False
SiBi3O7	True
SiGe	False
SiHg3	True
SiP	False
SiP2	False
SiSb	False
SiSb3	True
SiSe2	False
SiSn	False
SiTe2	False
SiTe2Os	True
SiW3	True
Sm(BOs)2	True
Sm(CoSi)2	True
Sm(CuO2)2	True
Sm(CuS)3	False
Sm(CuTe)3	False
Sm(ErSe2)3	False
Sm(InS2)3	False
Sm(MnGe)2	True
Sm(NiSn)2	True
Sm(SiAg)2	True
Sm(SiNi)2	True
Sm1.82Lu2.18Se6	False
Sm2(PPt2)3	True
Sm2(SnSe3)3	False
Sm2AgRu	True
Sm2AlCd	True
Sm2Cu4Sn5	True
Sm2CuAs3O	True
Sm2Fe17	True
Sm2IO2	True
Sm2In	True
Sm2IrPd	True
Sm2Mn3(SbS3)4	False
Sm2Mo2O7	True
Sm2O3	False
Sm2Pd2Pb	True
Sm2RuAu	True
Sm2S3	False
Sm2Sc3	False
Sm2Se3	False
Sm2Te3	False
Sm2Tl	True
Sm2TlHg	True
Sm2TlZn	True
Sm2ZrSe5	False
Sm3(Sb7Te12)2	True
Sm3Al	True
Sm3Al0.33Si1S7	False
Sm3AlN	True
Sm3B(SO)3	False
Sm3OsO7	True
Sm3Sc	True
Sm3Te4	False
Sm3Zr	True
Sm4Al23Ni6	True
Sm4GaSbS9	False
Sm4In21Pd10	True
Sm4InSbS9	False
Sm4MgRh	True
Sm4U4O17	True
Sm5Br11	True
Sm6Br13	True
SmAg	True
SmAlCu	True
SmAs	False
SmAs2Au	True
SmAu3	True
SmB(SbO4)2	False
SmB6	False
SmB66	False
SmBPd3	True
SmBiW2O9	False
SmC10	True
SmCdHg2	True
SmCo2	True
SmCo3B2	True
SmCoC2	True
SmCrGe3	True
SmCuO3	True
SmCuSO	False
SmCuSe2	False
SmCuSeO	False
SmCuSi	True
SmErMg2	True
SmHg3	True
SmHgPd	True
SmHoHg2	True
SmHoZn2	True
SmIn2Rh	True
SmInAu	True
SmLuTl2	True
SmMg3	True
SmMgHg2	True
SmNi2B2C	True
SmNiAs	True
SmNiC2	True
SmP	False
SmPbAu	True
SmS	False
SmSb	False
SmSb2	True
SmSe	False
SmSi3Pt5	True
SmSnPd	True
SmSnRh2	True
SmSnTe2	False
SmTe	False
SmTh3	True
SmTmZn2	True
Sn(PO3)3	True
Sn0.001Pb0.999Se1	False
Sn0.001Te1Pb0.999	False
Sn0.01Pb0.99Se1	False
Sn0.01Te1Pb0.99	False
Sn0.03Pb0.97Se1	False
Sn0.03Te1Pb0.97	False
Sn0.05Pb0.95Se1	False
Sn0.06Pb0.94Se1	False
Sn0.06Te1Pb0.94	False
Sn0.07Pb0.93Se1	False
Sn0.08Pb0.92Se1	False
Sn0.08Te0.08Pb0.92Se0.92	False
Sn0.08Te1Pb0.92	False
Sn0.13Pb0.87Se1	False
Sn0.15Pb0.85Se1	False
Sn0.15Te0.15Pb0.85Se0.85	False
Sn0.15Te1Pb0.85	False
Sn0.17Pb0.83Se1	False
Sn0.17Te1Pb0.83	False
Sn0.1Pb0.9Se1	False
Sn0.1Te1Pb0.9	False
Sn0.23Te1Pb0.77	False
Sn0.25Pb0.75Se1	False
Sn0.25Te1Pb0.75	False
Sn0.28Te0.28Pb0.72Se0.72	False
Sn0.2Pb0.8Se1	False
Sn0.2Te0.2Pb0.8Se0.8	False
Sn0.2Te1Pb0.8	False
Sn0.35Te0.35Pb0.65Se0.65	False
Sn0.99Te1Pb0.01	False
Sn1Se0.01S0.99	False
Sn1Se0.2S0.8	False
Sn1Se0.6S0.4	False
Sn1Se0.75S0.25	False
Sn1Se0.99S0.01	False
Sn2BiS2I3	False
Sn2BiSI5	False
Sn2S	False
Sn2SbS2I3	False
Sn2WO5	False
Sn3As2	False
Sn3Ir2Se3	False
Sn3P3O13	True
Sn3Pd	True
Sn3WO6	False
Sn5(BIr3)2	True
Sn5(BRh3)2	True
SnAs3	True
SnB	True
SnBr2	False
SnCl2	False
SnGe	False
SnGeS3	False
SnHgO3	False
SnI2	False
SnI4	False
SnO	False
SnO2	False
SnPbS3	False
SnPt3C	True
SnRh	True
SnS	False
SnS2	False
SnSb3(PO4)4	True
SnSe	False
SnSe2	False
SnTe	False
Sr(CeS2)2	True
Sr(CeSe2)2	True
Sr(CoP)2	True
Sr(GaAu)2	True
Sr(In4Rh)2	True
Sr(LaS2)2	False
Sr(NdS2)2	False
Sr(PrS2)2	False
Sr(RuO3)2	True
Sr(Sb3Ru)4	True
Sr(YbS2)2	True
Sr0.5Ta1O3	False
Sr10Al4Si6O	True
Sr2Be2B2O7	False
Sr2Co2O5	True
Sr2CoReO6	True
Sr2Cu(ClO)2	True
Sr2GaCo2O7	True
Sr2GeN2	True
Sr2HoRuO6	True
Sr2La2.58Bi5.42S14	False
Sr2La2Pt1O7.13	False
Sr2Li2Nb3O10	True
Sr2MgIrO6	True
Sr2MgReO6	True
Sr2Pr2Pt1O7.07	False
Sr2ScSbO6	False
Sr2SmTaO6	False
Sr2TiO4	False
Sr2V2(SeO5)3	False
Sr2V3Se5O18	False
Sr2YBi2O7	True
Sr2YReO6	True
Sr2ZnReO6	True
Sr3(AlSn)2	True
Sr3(SnIr)4	True
Sr3Bi(PO4)3	False
Sr3Co2S2O5	True
Sr3Eu(PO4)3	False
Sr3Ge(SbSe4)2	False
Sr3Li4La5O12	True
Sr3Sb2	True
Sr3ScNiO6	True
Sr3Se3ClO8	False
Sr3Ti2O7	False
Sr4Ga8Ge15	False
Sr4Te3(ClO2)4	False
Sr4V2(Se2O7)3	False
Sr5Bi3	True
Sr5Cd2Sb5F	True
Sr5Sn3	True
Sr5V3O12F	False
Sr6Nb7O21	True
Sr7Bi23O40	True
Sr8(MnN3)3	True
Sr8.007Ge2.043Bi7.949Se24	False
Sr8Al7	True
Sr8Co8O23	True
Sr8Fe3N8	True
SrAg	True
SrAl	True
SrB2	True
SrB6	False
SrBiClO2	False
SrCd	True
SrCdSi	True
SrCrO4	False
SrCuBi	True
SrGe2	False
SrIn2	True
SrIn2(GeIr)4	False
SrIn2Ir	True
SrIn2Rh	True
SrIn4Ir	True
SrIn4Pt	True
SrLa3MnO8	True
SrLaMn2O6	True
SrLi2Sn	True
SrLi4(BO3)2	False
SrMgIn3	True
SrMgSnSe4	False
SrMnGe	True
SrN2	True
SrNi2(PO4)2	True
SrNi5As3	True
SrO	False
SrPb3	True
SrPb3Br8	False
SrPbO3	False
SrRhF6	True
SrS	False
SrSbAu	True
SrSe	False
SrSeO4	False
SrSiPd	True
SrSnO3	False
SrSnP	True
SrTaNO2	False
SrTe	False
SrTh(PS4)2	False
SrTiO3	False
SrTl2	True
SrTlHg2	True
SrUS2	True
SrV13O18	True
SrZnSO	False
SrZnSb2	True
SrZr2Nb	True
SrZrS3	False
Ta11(CuO15)2	False
Ta11(CuO6)5	False
Ta22(CuS12)3	True
Ta2Mn3O8	False
Ta2MoOs	True
Ta2N	True
Ta2Nb3O12	True
Ta2O5	False
Ta2OsW	True
Ta2PtSe7	True
Ta2TiN3	True
Ta2Tl4S11	False
Ta2TlO6	True
Ta3B4	True
Ta3P	True
Ta4AlC3	True
Ta4Cu2O11	False
Ta4FeTe4	True
Ta4N5	True
Ta5N6	True
Ta6Be15Cu8	True
Ta6Ni16Ge7	True
Ta7Cu3O19	False
TaAl3	True
TaAlPt	True
TaAs	True
TaBe2	True
TaCoSn2	True
TaCu3S4	False
TaF3	True
TaGaPt	True
TaGaS2	False
TaGaSe2	False
TaInNi	True
TaN	False
TaNO	False
TaNiB2	True
TaPd3	True
TaPt3	True
TaRh3	True
TaTiFe2	True
TaTl3S4	False
TaTlS3	False
TaW3	True
Tb(Al2Fe)4	True
Tb(AlC)3	True
Tb(CoB)2	True
Tb(CoGe)2	True
Tb(CuSe)3	False
Tb(CuTe)3	False
Tb(FeP3)4	True
Tb(GePd)2	True
Tb(GeRh)2	True
Tb(InS2)3	False
Tb(MnGe)6	True
Tb(Ni2P)2	True
Tb0.52Pr2.48Ga1.67S7	False
Tb10B7C10	True
Tb11S16	True
Tb2(MoO4)3	False
Tb2AlCo2	True
Tb2C3	True
Tb2EuSe4	False
Tb2GeS5	False
Tb2In16Pt7	True
Tb2O3	False
Tb2Sb5	True
Tb2SbO2	True
Tb2Ti3Ge4	True
Tb3(MnC3)2	True
Tb3FeB7	True
Tb3Ge5	True
Tb3Ni13B2	True
Tb3ReO7	True
Tb3Si	True
Tb4Al2O9	False
Tb4GaSbS9	False
Tb5Ti5O17	True
Tb5Tl3	True
Tb6PbSe10	True
TbB(SbO4)2	False
TbBRh3	True
TbBe13	True
TbCl	True
TbCo2	True
TbCu5	True
TbGa	True
TbGa2Co3	True
TbGa3	True
TbH2	True
TbHg2	True
TbIn2Ni	True
TbInAg2	True
TbInIr	True
TbMn5Ge3	True
TbNi5	True
TbNiGe2	True
TbNiO3	True
TbP	True
TbPt	True
TbRh2	True
TbSb2	True
TbSe2	True
TbSnAu	True
TbTe	True
TbTl	True
TbWClO4	False
TbYHg2	True
TbYbHg2	True
TbYbRh2	True
TbZn2	True
TbZrSb	True
Tc3Pd	True
TcB	True
TcS2	False
TcSe2	False
Te0.01Pb1Se0.99	False
Te0.05Pb1Se0.95	False
Te0.4Se0.6	False
Te0.5Pb1Se0.5	False
Te0.5Se0.5	False
Te0.6Se0.4	False
Te0.8Se0.2	False
Te0.99Pb1Se0.01	False
Te2Au	True
Te2Mo	False
Te2Mo(WS2)3	True
Te2Mo2WSe4	True
Te2Mo3Se4	True
Te2MoWS2	True
Te2Os	False
Te2Pd	False
Te2Pd3	True
Te2Pd3Pb2	True
Te2Ru	False
Te2W2SeS	True
Te3As2	False
Te3MoWS	True
Te4Mo(WS)2	True
Te4MoW3S4	True
TeAs	False
TeI	False
TeI4	False
TeMoSe	True
TeO2	False
TePb	False
TePb3Cl4O3	False
TePd	True
TeSe	False
TeSe3	False
TeWCl9	True
Th(Al2Fe)4	True
Th(Al5Fe)2	True
Th(FeGe)2	True
Th(FeSi)2	True
Th(GePd)2	True
Th(MnGe)2	True
Th(SiRu)2	True
Th2CrN3	True
Th2Fe7	True
Th2GeSe2	False
Th2In	True
Th2Se5	False
Th3B2C3	True
Th6Mg23	True
ThAl	True
ThAl3	True
ThAsSe	True
ThBi2	True
ThCrB4	True
ThFe2SiC	True
ThHg2	True
ThIr5	True
ThMn4(CuO4)3	True
ThO2	False
ThPSe	True
ThPd3	True
ThRh2	True
ThRu3C	True
ThS	True
ThSO	False
ThSeO	False
ThSi	True
ThSi2Ru3	True
ThTeO	False
ThU8O18	True
Ti(Bi3O5)4	False
Ti10O11	True
Ti11O18	True
Ti13S24	True
Ti1C0.9	False
Ti20(Sb3Se)3	True
Ti2AlV	True
Ti2B	True
Ti2BRh6	True
Ti2Be17	True
Ti2C	True
Ti2Cd	True
Ti2CoGe	True
Ti2CoS4	True
Ti2CuS4	True
Ti2MnFe	True
Ti2NiH	True
Ti2NiSe4	True
Ti2OsRu	True
Ti2RePd	True
Ti2ReRh	True
Ti2ReRu	True
Ti2Sb(PO4)3	True
Ti2TcNi	True
Ti2TcPd	True
Ti2ZnS4	True
Ti3Be	True
Ti3Cu3O	True
Ti3Fe3O	True
Ti3PO7	True
Ti3Pt5	True
Ti3SnC2	True
Ti4NiBi2	True
Ti4O5	True
Ti4ZnO8	True
Ti5(B6O13)2	True
Ti5Zn4(TeO6)3	True
Ti5ZnO7	True
Ti6H2O13	False
Ti9O10	True
Ti9O8	True
TiAl	True
TiAlAu2	True
TiAsRh	True
TiAuCl	True
TiBi25O39	False
TiBr2	True
TiC	True
TiCoGe	True
TiCoSb	False
TiCoSn	True
TiCr3(PO4)6	True
TiFe2	True
TiFe2As	True
TiFe2Sb	True
TiFe2Si	False
TiFeH2	True
TiGaIr2	True
TiHgO3	True
TiI	True
TiMn2Al	True
TiMn2Ge	True
TiNiSb	False
TiO2	False
TiOs3	True
TiPO4	True
TiPd	True
TiReN3	True
TiS2	False
TiS3	False
TiSe	True
TiSe2	False
TiTc2Sb	True
TiTe2	False
TiTlPS5	False
TiTlS2	False
TiTlSe2	False
TiV4CuO12	True
TiZn3	True
Tl(Cu3S2)2	True
Tl(MoSe)3	True
Tl(WO3)3	True
Tl0.001Te1Pb0.999	False
Tl0.005Te1Pb0.995	False
Tl0.01Te1Pb0.99	False
Tl0.04Te1Pb0.96	False
Tl0.07Te1Pb0.93	False
Tl16O15F17	True
Tl2.35Sb8.65Se14	False
Tl2BiP2S7	False
Tl2CdTe4	True
Tl2Cu2SnS4	False
Tl2GeTe3	False
Tl2Hg3S4	False
Tl2Hg3Se4	False
Tl2Hg3Te4	False
Tl2InGaSe4	False
Tl2InGaTe4	False
Tl2Mo7O22	True
Tl2O3	False
Tl2PAuS4	False
Tl2S	False
Tl2Se	False
Tl2Te3	False
Tl2Te3As2Se	False
Tl2TeBr6	False
Tl2TeI6	False
Tl2TeS3	False
Tl3AsSe3	False
Tl3Cr	True
Tl3Ir	True
Tl3Pb	True
Tl3Si	True
Tl3VS4	False
Tl4CdI6	False
Tl4CuTeO6	False
Tl4In3GaS8	False
Tl5Te3	True
Tl6Cu(TeO5)2	False
Tl8Os8O27	True
Tl9SbSe6	True
TlAgSe2	False
TlAgTe2	False
TlAsS2	False
TlAsSe2	False
TlBiTe2	False
TlBiTe3	False
TlBr	False
TlCdS2	False
TlCl	False
TlCoBi	True
TlCoMo2	True
TlCr5(Se3S)2	False
TlCr5(SeS)4	False
TlCr5(SeS3)2	False
TlCr5S8	False
TlCr5Se3S5	False
TlCr5Se5S3	False
TlCr5Se7S	False
TlCr5Se8	False
TlCr5SeS7	False
TlCuCl3	False
TlCuSe2	False
TlFeI3	True
TlGaS2	False
TlGaSe2	False
TlGaTe2	False
TlHg6S4Br5	False
TlHg6Se4Br5	False
TlInGeS4	False
TlInHgS3	False
TlInS2	False
TlInSe2	False
TlInTe2	False
TlN	False
TlN3	False
TlNi	True
TlPS2	False
TlPSe2	False
TlS	False
TlS2	False
TlSbS2	False
TlSbSe2	False
TlSbTe3	False
TlSe	False
TlSn	True
TlSnAuSe3	False
TlTe	True
TlTeP	False
TlZn2Tc	True
Tm(CoSi)2	True
Tm(CuGe)2	True
Tm(CuS)2	True
Tm(CuTe)3	False
Tm(FeSi)2	True
Tm(GeRu)2	True
Tm(MnGe)6	True
Tm(NiGe)2	True
Tm(SiOs)2	True
Tm2AlOs	True
Tm2CdHg	True
Tm2CuTc	True
Tm2Ga10Os3	True
Tm2In	True
Tm2IrPd	True
Tm2MgRu	True
Tm2MgTl	True
Tm2O3	False
Tm2Ru2O7	True
Tm2ZnAg	True
Tm2ZnGa	True
Tm2ZnHg	True
Tm2ZnOs	True
Tm3(GePd)4	True
Tm3GaC	True
Tm4In(NiGe2)2	True
Tm4Sb2Se11.68	False
Tm5(Ge5Rh2)2	True
Tm5Ti5O17	True
TmAl4Ni	True
TmAlCu	True
TmAs	False
TmAu	True
TmAu2	True
TmB2C	True
TmBPd3	True
TmBRh3	True
TmCdAg2	True
TmCoSi2	True
TmCu4Ag	True
TmCuSi	True
TmGe	True
TmH2	True
TmIn3	True
TmLuPd2	True
TmMg2Sc	True
TmMgAg2	True
TmMgCd2	True
TmMnGe	True
TmMnO3	True
TmPd	True
TmSb	True
TmScHg2	True
TmSnRh	True
TmSnRu2	True
TmThRu2	True
TmTl	True
TmU2S3O2	True
U(Al2Fe)4	True
U(BH4)4	True
U(CoGe)2	True
U(CrC)4	True
U(CuP)2	True
U(MnSi)2	True
U(SiNi)2	True
U11O5	True
U2(Co7B2)3	True
U2Al3C4	True
U2AlCo2	True
U2AlCo3	True
U2Cl5O2	True
U2Cr30P19	True
U2Cu2As3O	True
U2MnN3	True
U2Re2C3	True
U2SnRh2	True
U2TeN2	True
U2Ti	True
U2Zn17	True
U3Bi4	True
U3Cu2Se7	True
U3Nb	True
U3Ni3Sn4	True
U3Se4	True
U4N7	True
U4Re7Si6	True
U4S3	True
U5Ge3	True
U6Co	True
UAl3	True
UAl4	True
UAlNi4	True
UAu2	True
UCo4Sn	True
UCoSi	True
UCuP2	True
UFe5Si3	True
UFeSi	True
UGa2	True
UGa3Ni	True
UGa5Ir	True
UGaNi	True
UGeRh	True
UHg3(TeCl3)2	False
UHg4(AsCl3)2	False
UNiSn	True
UO	False
UO2	False
UP2S7	False
UP2S9	False
UPt3	True
USbSe	True
USeS	True
USi3	True
UVC2	True
V12P7	True
V2(OF)3	True
V2Bi4O11	False
V2Cd2Te2O11	False
V2GaSn2	True
V2NO	True
V2O5	False
V2OsRu	True
V2Pb4(Se2O7)3	False
V2Sb(PO4)3	True
V2Si2O7	True
V2TcRu	True
V2Zn3TeO10	False
V2ZnO4	True
V3(HO2)4	True
V3Ag	True
V3As2O9	False
V3Bi(PbO4)3	False
V3Cd4(TeO5)3	False
V3CrO10	True
V3Cu	True
V3CuO8	True
V3Pb2Se5O18	False
V3Pt	True
V3Re	True
V3Si	True
V3SiNi2	True
V4ZnO8	True
V5SiB2	True
V6AgO15	True
V6PbO11	True
V8O	True
VAg(IO4)2	False
VAg(PSe3)2	True
VAg2I3O11	False
VB2	True
VBi(SeO4)2	False
VBi24O41	False
VCo	True
VCu3(PO4)4	True
VCu3S4	False
VFeRu2	True
VFeSb	False
VGa(TeO4)2	False
VIn(NiO3)2	False
VIr	True
VIr3	True
VNi2	True
VNi5(PO4)6	True
VO	False
VO2	False
VP	True
VP4	True
VPO4	True
VPt2	True
VSb	True
VTc	True
VTe2	True
VTeHO5	False
VZn2BiO6	False
VZnRu2	True
W2C	True
W2N	True
W3O7F	True
WCl3	True
WO3	False
WSe2	False
Y(Al2Cu)4	True
Y(Al5Fe)2	True
Y(AlSi)2	True
Y(CrSi)2	True
Y(CuSe)3	False
Y(CuSi)2	True
Y(CuTe)3	False
Y(FeSi)2	True
Y(NiP)2	True
Y(Re2Si)2	True
Y(SiPt)2	True
Y(SiRh)2	True
Y(SiRu)2	True
Y(TiGa2)2	True
Y2AlZn	True
Y2C3	True
Y2CuO4	True
Y2Fe2Si2C	True
Y2Ge2O7	True
Y2Ge5Ir3	True
Y2Mo2O7	True
Y2O3	False
Y2ReB6	True
Y2Ru2O7	True
Y2S3	False
Y2U3O11	True
Y3(Fe31B7)2	True
Y3Al3NiGe2	True
Y3Fe29	True
Y3GaCo3	True
Y3GaS6	False
Y3Ge4	True
Y3Si3Pd2	True
Y3Tm	True
Y4AsSe3	True
Y4C7	True
Y4CuTe8	True
Y4GaSbS9	False
Y4US5O3	False
Y6Zn(SiS7)2	False
YAgO3	True
YAlGe	True
YAlPd	True
YAs	True
YB2C	True
YB2Rh2C	True
YB66	False
YBi	True
YCd4B3O10	False
YCdHg2	True
YCdPd2	True
YCdPt2	True
YCo2	True
YCoO3	True
YCu3(WO3)4	True
YCuO2	False
YErRh2	True
YH2	True
YH2NO5	False
YHg2	True
YIn2Ni	True
YMg4Cu	True
YMgAl	True
YMgCu4	True
YMgGa	True
YMoClO4	False
YMoO4F	False
YN	False
YNi4B	True
YNiSb	False
YSbPd	False
YSbPt	False
YScO2	True
YSi2	True
YSiNi	True
YSiRu	True
YSn3	True
YTi4(CuO4)3	True
YTiO3	True
YTmCu2	True
YV(BiO4)2	False
YVSeO10	False
YVTeO10	False
YWO3	True
YZn5	True
YZnBiO4	False
Yb(Al2Mo)2	True
Yb(AlGa)2	True
Yb(AlGe)2	True
Yb(AlSi)2	True
Yb(CuS)3	False
Yb(CuSe)3	False
Yb(Fe2Ge)2	True
Yb(Ga4Co)2	True
Yb(GaS2)2	False
Yb(GaSe2)2	False
Yb(HO)3	True
Yb(IO3)3	True
Yb(InS2)3	False
Yb(MnAs)2	True
Yb(SbS2)2	False
Yb(SbTe2)2	False
Yb(SiAg)2	True
Yb(SiRh)2	True
Yb11(Ni10C)6	True
Yb14Ti10O41	True
Yb16S29	True
Yb2(ZnGe)3	True
Yb23Mg4Cu7	True
Yb2Ce8O19	True
Yb2EuS4	False
Yb2EuSe4	False
Yb2Ge2Ir	True
Yb2HgPb	True
Yb2InPd2	True
Yb2MgS4	True
Yb2MgSe4	True
Yb2O3	False
Yb2SmS4	True
Yb2Sn	True
Yb2ZnPb	True
Yb3Al5O12	True
Yb3Sn13Rh4	True
Yb3Tc	True
Yb3Ti3O14	True
Yb3V	True
Yb4Sb2S11.25	False
Yb4Sb3	True
Yb5Au4	True
Yb6U3O17	True
Yb8Ge3Sb5	True
YbAg2	True
YbAgGe	True
YbAgO2	True
YbAl3	True
YbAs	False
YbB2Rh3	True
YbB66	False
YbBO3	True
YbCdHg2	True
YbCe2CuS5	False
YbCe2CuSe5	False
YbCuGe	True
YbCuSi	True
YbDyPd2	True
YbGa2Pd	True
YbGeRh	True
YbH2ClO2	True
YbIn4Ni	True
YbIn4Rh	True
YbIr2	True
YbMgPd	True
YbMn2O5	True
YbNd2CuS5	False
YbNd3	True
YbNdAg2	True
YbPO4	True
YbPmPt2	True
YbPr11Se16	True
YbPr2CuS5	False
YbRh2	True
YbS	False
YbSb	False
YbSb4Te7	False
YbSe	False
YbSi2Ni	True
YbSm2CuS5	False
YbSmRh2	True
YbSn2Pd	True
YbSnRh	True
YbSnTe2	False
YbTe	False
YbTlS2	True
YbTlSe2	True
YbWClO4	False
YbZnAu2	True
YbZnPt	True
Zn(Bi19O29)2	False
Zn(CoO2)2	True
Zn(CuO2)2	True
Zn(FeN)2	True
Zn(GaSe2)2	False
Zn(InS2)2	False
Zn(InSe2)2	False
Zn(InTe2)2	False
Zn0.01Cd0.99Se1	False
Zn0.01Ga0.99As0.99Se0.01	False
Zn0.01Ga0.99P0.99S0.01	False
Zn0.01Ga0.99P0.99Se0.01	False
Zn0.01Ga0.99Sb0.99Te0.01	False
Zn0.05Ga0.95Sb0.95Te0.05	False
Zn0.15Cd0.85Se1	False
Zn0.15Ga0.85As0.85Se0.15	False
Zn0.1Ga0.9Sb0.9Te0.1	False
Zn0.25Ga0.75As0.75Se0.25	False
Zn0.25Ga0.75P0.75Se0.25	False
Zn0.2Ga0.8Sb0.8Te0.2	False
Zn0.2Hg0.8Te1	False
Zn0.3Ga0.7P0.7S0.3	False
Zn0.42Ga0.58As0.58Se0.42	False
Zn0.43Cd0.57Se1	False
Zn0.4Hg0.6Se1	False
Zn0.55Ga0.45P0.45S0.55	False
Zn0.55Hg0.45Se1	False
Zn0.5Cd0.5Se1	False
Zn0.5Ga0.5As0.5Se0.5	False
Zn0.5Ga0.5P0.5Se0.5	False
Zn0.5Hg0.5Se1	False
Zn0.65Hg0.35Se1	False
Zn0.6Ga0.4As0.4Se0.6	False
Zn0.75Cd0.25Se1	False
Zn0.75Hg0.25Se1	False
Zn0.75Hg0.25Te1	False
Zn0.7Ga0.3As0.3Se0.7	False
Zn0.7Ga0.3P0.3S0.7	False
Zn0.7Ga0.3P0.3Se0.7	False
Zn0.85Ga0.15As0.15Se0.85	False
Zn0.85Ga0.15P0.15S0.85	False
Zn0.85Hg0.15Se1	False
Zn0.86Hg0.14Te1	False
Zn0.8Hg0.2Se1	False
Zn0.8Hg0.2Te1	False
Zn0.92Hg0.08Te1	False
Zn0.94Hg0.06Te1	False
Zn0.95Ga0.05P0.05S0.95	False
Zn0.95Ga0.05P0.05Se0.95	False
Zn0.99Cd0.01Se1	False
Zn0.99Ga0.01As0.01Se0.99	False
Zn0.99Ga0.01P0.01S0.99	False
Zn0.99Ga0.01P0.01Se0.99	False
Zn0.99Ga0.01Sb0.01Te0.99	False
Zn0.99Hg0.01Se1	False
Zn0.99Hg0.01Te1	False
Zn0.9Ga0.1As0.1Se0.9	False
Zn0.9Ga0.1P0.1S0.9	False
Zn0.9Ga0.1P0.1Se0.9	False
Zn0.9Hg0.1Se1	False
Zn0.9Hg0.1Te1	False
Zn2BIr2	True
Zn2In2S5	False
Zn2InCuSe4	False
Zn2InCuTe4	False
Zn2MoSeO7	False
Zn2Ni9O13	True
Zn2Sb3O8	True
Zn2SnN2	True
Zn2TeMoO7	False
Zn2WN2	True
Zn3(BO3)2	False
Zn3(InS3)2	False
Zn3(PS4)2	False
Zn3.5Ga1Sn0.5O6	False
Zn3As2	False
Zn3Cd	True
Zn3Cu	True
Zn3Cu10(TeO6)6	True
Zn3N2	True
Zn3P2	False
Zn3Sb2	False
Zn4.5Ga1Sn0.5O7	False
Zn4Sb3	False
Zn5.5Ga1Sn0.5O8	False
Zn6S5Cl2	False
Zn8Ag5	True
ZnAgF5	True
ZnAs	False
ZnAs2	False
ZnB12(H5O12)2	False
ZnCrO2	True
ZnCu2GeS4	False
ZnCu2GeSe4	False
ZnCu2SiS4	False
ZnCu2SiSe4	False
ZnCu2SiTe4	False
ZnCu2SnSe4	False
ZnCu2SnTe4	False
ZnCu3P3O13	True
ZnGaRh2	True
ZnGeAs2	False
ZnGeN2	False
ZnGeP2	False
ZnHg3(SCl2)2	False
ZnHg3(SeCl2)2	False
ZnI2	False
ZnIrO3	True
ZnO	False
ZnS	False
ZnSb	False
ZnSb2MoO7	False
ZnSb3	True
ZnSe	False
ZnSi(AgS2)2	False
ZnSiAs2	False
ZnSiP2	False
ZnSn3	True
ZnSnAs2	False
ZnSnO3	False
ZnSnP2	False
ZnSnSb2	False
ZnTc	False
ZnTe	False
ZnWO2	True
Zr(Fe2Si)2	True
Zr(Ni2P)2	True
Zr0.67Ta1.33N3.03O0.12	False
Zr1.33Ta0.67N1.63O1.89	False
Zr1.33Ta0.67N1.97O1.38	False
Zr1.33Ta0.67N2.61O0.42	False
Zr1.86Cu1S4	False
Zr2(Co7B2)3	True
Zr2Al	True
Zr2Co12P7	True
Zr2CuS4	True
Zr2HBr2	True
Zr2In5Ni	True
Zr2Ni12P7	True
Zr2Se	True
Zr2Te	True
Zr3(Al2C3)2	True
Zr3(Cu2Si3)2	True
Zr3Ag	True
Zr3Al2	True
Zr3Hg	True
Zr3Ir	True
Zr3NiO	True
Zr3O	False
Zr4AlNi2	True
Zr4Co4Ge7	True
Zr5Al3	True
Zr5Al3C	True
Zr5Sb3	True
